finance_id;cost;budget;other_expenses;Investment Description;roi;Projet;Responsable;Taux de change;Projet valide
9965;3929077.18;3467472.2;???;Acquisition du terrain pour le projet.;337736.54;Stade;M. Smith;;False
9966;956623.08;840764.11;???;Travaux de genie civil et fondation du batiment.;209969.84;Pont;M. Smith;1.121;False
9967;4857619.4;4015909.1;83308.36;Travaux de genie civil et fondation du batiment.;;ecole;M. Smith;1.044;True
9968;2494434.18;;9999999999;Achat de materiaux de construction (ciment, acier, etc.).;467444.54;Hopital;M. Muller;1.389;False
9969;???;4616791.79;609351.62;Acquisition du terrain pour le projet.;318520.28;Usine;Mme Dupont;1.178;False
9970;2397722.16;2635378.82;262482.28;;272654.45;Immeuble;Mme Garcia;1.193;False
9971;4246141.16;texte;???;Travaux de genie civil et fondation du batiment.;867999.14;Hopital;Mme Dupont;1.26;True
9972;670421.85;631179.71;???;Installation des reseaux electriques et plomberie.;120912.51;Stade;Mme Zhang;0.93;True
9973;1483753.3;1216061.15;83772.65;Acquisition du terrain pour le projet.;126419.49;Stade;Mme Dupont;0.964;False
9974;???;3193365.4;111134.52;Verification de la conformite aux normes locales de construction.;588725.0;Usine;M. Muller;0.834;True
9975;531228.76;484269.0;16305.96;Frais pour les certifications et inspections de securite.;???;Immeuble;M. Muller;1.336;True
9976;;3111927.02;332484.64;Installation des reseaux electriques et plomberie.;9999999999;Usine;M. Muller;1.32;False
9977;;1048861.93;49523.54;Acquisition du terrain pour le projet.;51849.59;Immeuble;M. Ali;0.83;True
9978;756483.71;651430.09;23918.59;;???;Route;M. Muller;???;True
9979;???;618275.26;79526.5;Achat de materiaux de construction (ciment, acier, etc.).;???;Pont;M. Ali;0.886;False
9980;;541778.17;???;Travaux de genie civil et fondation du batiment.;132801.3;Usine;Mme Zhang;1.307;False
9981;4830395.72;???;;Frais de main-d'œuvre pour la construction.;288947.89;Pont;Mme Zhang;0.915;False
9982;texte;???;304692.83;Installation de dispositifs de securite sur le chantier.;602312.36;Immeuble;Mme Garcia;0.924;False
9983;3369911.15;;249325.95;Travaux de genie civil et fondation du batiment.;;;Mme Garcia;0.886;True
9984;texte;897189.79;???;Construction de la structure en beton arme.;texte;Pont;Mme Zhang;???;True
9985;605790.01;494872.23;17156.9;Construction de la structure en beton arme.;???;Immeuble;M. Muller;1.26;False
9986;378211.22;531055.89;25386.2;Travaux de genie civil et fondation du batiment.;68580.01;Stade;Mme Garcia;???;False
9987;;161868.96;???;Installation des reseaux electriques et plomberie.;49683.52;Pont;Mme Zhang;1.424;False
9988;;1739604.9;;Frais de main-d'œuvre pour la construction.;142012.11;Route;M. Ali;???;True
9989;???;2938457.55;73197.47;;571035.19;Hopital;Mme Zhang;1.061;True
9990;2842396.35;???;???;Installation des reseaux electriques et plomberie.;656740.54;Stade;M. Muller;0.967;False
9991;1973932.82;2374686.23;288996.73;Installation des reseaux electriques et plomberie.;520169.71;Port;M. Muller;???;True
9992;781165.63;700801.2;18946.02;Installation de dispositifs de securite sur le chantier.;138444.97;Hopital;Mme Zhang;1.319;False
9993;2116755.66;1892881.12;284748.36;Construction de la structure en beton arme.;601131.4;ecole;Mme Garcia;;True
9994;4922621.44;4543234.78;78590.69;Achat de materiaux de construction (ciment, acier, etc.).;503855.98;Usine;M. Smith;9999999999;False
9995;???;1440459.45;91757.68;Verification de la conformite aux normes locales de construction.;165542.69;Usine;Mme Dupont;1.453;True
9996;5433540.84;4309401.8;562663.87;Achat de materiaux de construction (ciment, acier, etc.).;1112200.84;;M. Ali;1.425;False
9997;3365742.18;3755639.98;296307.71;Frais pour les certifications et inspections de securite.;767506.25;;Mme Zhang;1.343;True
9998;9999999999;2612552.4;9999999999;Acquisition du terrain pour le projet.;???;Route;M. Ali;1.005;True
9999;5383215.12;4276810.91;73287.82;Frais pour les certifications et inspections de securite.;;ecole;Mme Garcia;1.15;False
10000;3731165.8;3251078.88;134114.02;;;Route;M. Smith;1.456;False
10001;3220463.87;3825022.21;297479.3;Acquisition du terrain pour le projet.;193253.31;Port;M. Muller;1.301;False
10002;2227678.28;1768038.3;159792.93;Acquisition du terrain pour le projet.;444081.5;Hopital;M. Muller;0.859;True
10003;3482098.6;2841448.52;339482.86;Installation des reseaux electriques et plomberie.;???;Hopital;M. Smith;1.336;True
10004;1835909.86;1838784.23;45153.55;Acquisition du terrain pour le projet.;???;ecole;M. Ali;1.021;True
10005;186448.54;161673.97;11295.89;Construction de la structure en beton arme.;42609.9;ecole;M. Ali;1.253;False
10006;1715239.52;1600557.49;???;Installation des reseaux electriques et plomberie.;296613.73;Immeuble;Mme Dupont;0.881;False
10007;3001321.76;2358643.19;180635.48;Amenagement interieur et finitions (peinture, carrelage).;869162.9;Immeuble;Mme Zhang;1.228;True
10008;???;1638365.49;;Frais de main-d'œuvre pour la construction.;246598.38;Hopital;M. Ali;1.027;True
10009;5596741.11;4578364.15;380466.53;Verification de la conformite aux normes locales de construction.;???;Route;Mme Garcia;1.26;False
10010;1954953.72;1820117.21;236621.38;Acquisition du terrain pour le projet.;464009.9;ecole;M. Smith;1.276;False
10011;;3873435.16;219529.86;Amenagement interieur et finitions (peinture, carrelage).;644107.71;Stade;Mme Dupont;9999999999;False
10012;2645126.78;3242651.4;170625.16;Achat de materiaux de construction (ciment, acier, etc.).;555362.89;Hopital;M. Smith;;False
10013;2075145.08;1730830.63;105256.93;Construction de la structure en beton arme.;513476.09;Hopital;Mme Dupont;1.094;True
10014;2691894.67;2469846.63;texte;Installation de dispositifs de securite sur le chantier.;;Pont;Mme Dupont;1.206;True
10015;1148847.83;1513910.87;152051.87;Frais pour les certifications et inspections de securite.;;Port;Mme Dupont;1.463;False
10016;720616.12;???;22719.89;Frais pour les certifications et inspections de securite.;???;Route;Mme Zhang;1.225;False
10017;382720.12;299108.88;;Construction de la structure en beton arme.;112329.24;ecole;M. Ali;1.395;False
10018;998093.64;951539.41;26593.86;Construction de la structure en beton arme.;222464.93;Route;M. Ali;1.181;False
10019;5104275.34;4280703.93;635771.32;Construction de la structure en beton arme.;;Usine;M. Muller;1.246;True
10020;5357602.06;4836593.74;texte;Verification de la conformite aux normes locales de construction.;;Hopital;Mme Dupont;1.247;True
10021;660468.74;728146.09;70554.62;Acquisition du terrain pour le projet.;texte;Immeuble;;0.948;False
10022;764021.42;997217.29;47638.8;Construction de la structure en beton arme.;182881.67;Hopital;Mme Dupont;1.228;True
10023;867578.49;???;???;Amenagement interieur et finitions (peinture, carrelage).;96102.57;Stade;M. Ali;1.347;True
10024;931724.95;1091770.66;18438.14;Verification de la conformite aux normes locales de construction.;150237.79;;M. Muller;???;True
10025;3261358.09;2533775.4;texte;Verification de la conformite aux normes locales de construction.;;ecole;Mme Zhang;???;False
10026;3009212.84;3377546.93;9999999999;Verification de la conformite aux normes locales de construction.;460595.96;Pont;M. Smith;???;False
10027;174904.89;218972.73;19042.0;Achat de materiaux de construction (ciment, acier, etc.).;45898.5;Route;;???;True
10028;2619967.34;3310974.03;232406.88;Verification de la conformite aux normes locales de construction.;405608.13;Route;;1.402;False
10029;???;3803161.11;;Verification de la conformite aux normes locales de construction.;9999999999;ecole;;0.869;True
10030;3085484.07;3967476.05;436293.41;Amenagement interieur et finitions (peinture, carrelage).;436851.44;Usine;;1.215;True
10031;3229102.99;4577846.14;51555.05;Installation des reseaux electriques et plomberie.;328564.99;Immeuble;M. Smith;0.945;False
10032;2594171.55;3595759.64;293783.85;Achat de materiaux de construction (ciment, acier, etc.).;???;Port;Mme Zhang;1.014;True
10033;2767646.5;texte;88431.38;Amenagement interieur et finitions (peinture, carrelage).;770095.94;Immeuble;M. Smith;???;True
10034;2333927.41;3138600.23;295558.17;Installation de dispositifs de securite sur le chantier.;472106.18;Route;Mme Zhang;1.157;False
10035;1122156.62;???;9999999999;Acquisition du terrain pour le projet.;227026.64;ecole;M. Ali;1.101;True
10036;3228530.82;3039791.81;41916.12;Achat de materiaux de construction (ciment, acier, etc.).;422647.58;Hopital;Mme Garcia;1.171;True
10037;5416549.37;4656282.2;;Verification de la conformite aux normes locales de construction.;1392667.35;Usine;Mme Zhang;1.358;False
10038;3257561.27;3202918.52;92792.7;Frais de main-d'œuvre pour la construction.;???;Immeuble;M. Ali;0.841;True
10039;1651871.72;1986447.85;96933.05;Travaux de genie civil et fondation du batiment.;351437.92;Usine;Mme Garcia;1.44;True
10040;843441.25;;9999999999;Achat de materiaux de construction (ciment, acier, etc.).;???;Immeuble;M. Smith;1.235;False
10041;3046455.52;;261963.59;Frais pour les certifications et inspections de securite.;374589.9;ecole;Mme Garcia;0.944;True
10042;429799.69;580045.48;58686.39;Verification de la conformite aux normes locales de construction.;85502.44;Hopital;;???;False
10043;1350004.71;1330857.94;140586.06;;208574.36;Route;M. Muller;1.093;True
10044;;4951630.29;326368.76;Achat de materiaux de construction (ciment, acier, etc.).;1041400.43;Route;Mme Dupont;???;True
10045;698956.08;;86791.64;Verification de la conformite aux normes locales de construction.;163812.82;ecole;M. Muller;1.031;False
10046;3504266.79;3054898.2;304074.47;Frais de main-d'œuvre pour la construction.;317220.31;;Mme Zhang;1.391;True
10047;2373752.07;2540862.69;202264.06;Frais pour les certifications et inspections de securite.;texte;Hopital;Mme Dupont;1.092;True
10048;1280503.4;1167156.81;9999999999;Acquisition du terrain pour le projet.;127564.35;Hopital;M. Ali;1.219;True
10049;3164087.7;3876035.19;65290.57;;662108.1;Immeuble;M. Muller;1.173;True
10050;2387520.89;1921125.23;;Verification de la conformite aux normes locales de construction.;490195.17;Route;Mme Dupont;1.401;False
10051;3839566.55;???;431427.79;Installation des reseaux electriques et plomberie.;962493.63;Hopital;M. Muller;1.093;False
10052;2810640.94;3230219.86;303236.61;Verification de la conformite aux normes locales de construction.;690839.43;ecole;Mme Dupont;1.338;False
10053;4758337.25;4515341.34;180553.33;Installation de dispositifs de securite sur le chantier.;???;;M. Smith;1.448;True
10054;3853177.47;4917076.64;???;Amenagement interieur et finitions (peinture, carrelage).;437393.68;Port;M. Smith;1.344;True
10055;1593671.17;1825636.51;209175.47;Amenagement interieur et finitions (peinture, carrelage).;270909.48;Hopital;M. Ali;1.067;True
10056;4031955.14;3174691.25;587138.17;Acquisition du terrain pour le projet.;847557.25;Immeuble;M. Muller;1.06;True
10057;3484769.73;2874647.86;244591.13;Travaux de genie civil et fondation du batiment.;???;Route;Mme Zhang;1.259;True
10058;532692.77;9999999999;38878.65;Achat de materiaux de construction (ciment, acier, etc.).;155220.91;;M. Muller;???;False
10059;texte;3994183.58;???;;1096669.46;ecole;M. Smith;1.078;True
10060;1208483.25;1431900.21;118852.62;Verification de la conformite aux normes locales de construction.;171006.01;Immeuble;;;False
10061;4092031.85;3842277.82;575275.53;Installation des reseaux electriques et plomberie.;816946.05;Port;M. Muller;???;True
10062;3934178.99;4422557.68;251822.28;;texte;ecole;Mme Dupont;;True
10063;1054818.93;9999999999;13613.2;Travaux de genie civil et fondation du batiment.;168695.21;Hopital;Mme Garcia;1.371;True
10064;175173.05;174520.89;5700.82;Frais de main-d'œuvre pour la construction.;19914.02;Route;;;False
10065;???;1760408.62;206029.34;Verification de la conformite aux normes locales de construction.;407637.39;Pont;Mme Garcia;0.886;False
10066;841896.63;;47504.87;Installation des reseaux electriques et plomberie.;206387.69;Usine;M. Smith;???;False
10067;461397.17;410015.39;60480.99;Acquisition du terrain pour le projet.;70378.79;Stade;M. Smith;0.988;False
10068;1770615.39;1751339.71;258105.83;Travaux de genie civil et fondation du batiment.;290148.92;ecole;;1.346;True
10069;5527733.52;4328209.55;539729.82;Acquisition du terrain pour le projet.;790858.6;ecole;M. Muller;1.197;True
10070;???;909961.07;32818.86;Frais de main-d'œuvre pour la construction.;84343.97;;M. Smith;0.902;False
10071;;838078.24;???;Amenagement interieur et finitions (peinture, carrelage).;207509.02;Port;Mme Zhang;1.09;False
10072;1575121.2;1302348.84;171822.51;Verification de la conformite aux normes locales de construction.;357001.6;Stade;Mme Zhang;0.947;True
10073;2609081.67;2568422.02;;Achat de materiaux de construction (ciment, acier, etc.).;737489.08;Immeuble;;0.972;False
10074;353817.69;321766.15;35426.03;Installation de dispositifs de securite sur le chantier.;40982.47;ecole;M. Smith;0.851;True
10075;4900462.21;3909733.16;234297.97;Frais pour les certifications et inspections de securite.;539996.35;Pont;Mme Garcia;???;True
10076;2048942.57;2515498.16;85933.72;Frais pour les certifications et inspections de securite.;320225.29;Immeuble;M. Smith;1.225;True
10077;6316973.15;4968172.29;;Acquisition du terrain pour le projet.;785537.48;Route;Mme Garcia;0.936;False
10078;2880399.01;2512875.4;396101.55;Verification de la conformite aux normes locales de construction.;501169.11;Pont;Mme Zhang;1.257;False
10079;3558098.67;4431568.88;282507.1;Installation de dispositifs de securite sur le chantier.;485447.4;Immeuble;M. Ali;1.199;False
10080;???;4859863.59;166456.61;Frais de main-d'œuvre pour la construction.;169285.07;Immeuble;M. Smith;;False
10081;???;2666510.51;67366.78;Amenagement interieur et finitions (peinture, carrelage).;582165.43;ecole;M. Ali;1.275;False
10082;1154879.6;1412583.53;75127.06;Construction de la structure en beton arme.;340122.84;Hopital;Mme Garcia;1.299;True
10083;2622936.53;3743298.34;169312.84;Installation de dispositifs de securite sur le chantier.;728918.38;Pont;Mme Dupont;1.097;False
10084;4359798.01;???;614025.31;Installation de dispositifs de securite sur le chantier.;???;Immeuble;M. Ali;1.009;False
10085;2002945.13;2843437.22;273558.23;Construction de la structure en beton arme.;462848.59;Hopital;Mme Dupont;1.019;False
10086;???;842199.5;???;Travaux de genie civil et fondation du batiment.;;Immeuble;M. Smith;1.296;False
10087;2638115.14;2956013.32;110495.2;Achat de materiaux de construction (ciment, acier, etc.).;654027.7;Stade;Mme Dupont;0.802;False
10088;2331074.72;2140941.86;???;Installation de dispositifs de securite sur le chantier.;347448.92;Pont;M. Ali;1.07;False
10089;5387335.14;4571218.05;635948.36;Installation des reseaux electriques et plomberie.;9999999999;Route;M. Ali;1.377;True
10090;3331559.19;3102099.51;148104.74;Frais de main-d'œuvre pour la construction.;???;ecole;M. Muller;0.815;True
10091;2063343.81;2180649.54;122909.08;Amenagement interieur et finitions (peinture, carrelage).;589828.98;Route;;texte;False
10092;2229955.19;;113491.99;Installation des reseaux electriques et plomberie.;497299.68;Hopital;M. Smith;1.373;False
10093;4976950.6;4151433.22;697118.83;Verification de la conformite aux normes locales de construction.;1239011.33;Route;M. Muller;1.363;False
10094;3967645.37;4413595.3;47517.05;Verification de la conformite aux normes locales de construction.;texte;Immeuble;M. Smith;;False
10095;2878715.79;3782257.77;???;Frais pour les certifications et inspections de securite.;676345.77;Immeuble;Mme Garcia;0.938;False
10096;3042864.79;3412303.53;9999999999;Frais pour les certifications et inspections de securite.;699735.76;Immeuble;M. Smith;1.118;True
10097;3558811.79;4659222.02;???;Installation de dispositifs de securite sur le chantier.;1058696.03;Route;M. Ali;1.215;True
10098;1800854.79;;213047.14;Frais pour les certifications et inspections de securite.;9999999999;Port;Mme Garcia;0.818;True
10099;475596.62;556929.31;66553.52;Frais de main-d'œuvre pour la construction.;25560.27;ecole;M. Smith;1.305;True
10100;3002802.87;;346624.15;Frais de main-d'œuvre pour la construction.;211015.75;Pont;Mme Dupont;1.02;True
10101;3855362.91;4590476.31;178149.13;Construction de la structure en beton arme.;833248.09;Port;M. Muller;texte;False
10102;9999999999;9999999999;???;Amenagement interieur et finitions (peinture, carrelage).;611504.05;Pont;Mme Garcia;1.183;False
10103;2164779.87;1744431.38;???;Installation des reseaux electriques et plomberie.;222847.86;Stade;M. Muller;1.075;True
10104;275779.24;???;39394.68;Amenagement interieur et finitions (peinture, carrelage).;46487.03;Port;M. Smith;???;False
10105;3624581.59;;255729.65;Amenagement interieur et finitions (peinture, carrelage).;832302.69;Stade;M. Muller;1.364;False
10106;540519.77;9999999999;???;Installation de dispositifs de securite sur le chantier.;120447.98;Usine;Mme Garcia;1.025;True
10107;texte;2382586.54;71914.57;Travaux de genie civil et fondation du batiment.;282232.64;Route;Mme Zhang;0.823;True
10108;3862968.06;3803793.24;54152.81;Installation de dispositifs de securite sur le chantier.;1113406.93;Immeuble;Mme Zhang;1.211;False
10109;1068930.87;1381766.38;46319.22;Construction de la structure en beton arme.;241558.02;Pont;M. Muller;1.138;True
10110;191634.83;;16916.46;;22479.71;Pont;Mme Garcia;0.841;False
10111;1594535.83;1654446.1;56135.19;Construction de la structure en beton arme.;288217.94;Immeuble;Mme Garcia;1.336;True
10112;4500595.64;4277887.65;624343.79;Achat de materiaux de construction (ciment, acier, etc.).;1023294.17;Port;M. Smith;???;False
10113;264184.42;353365.14;20853.7;Frais pour les certifications et inspections de securite.;72914.65;;M. Smith;1.443;False
10114;2164530.67;???;89189.16;Construction de la structure en beton arme.;399917.76;Immeuble;Mme Dupont;1.056;True
10115;617136.7;texte;42562.19;Verification de la conformite aux normes locales de construction.;73413.6;Port;Mme Dupont;0.978;False
10116;2643181.8;???;198611.3;Amenagement interieur et finitions (peinture, carrelage).;;Immeuble;Mme Zhang;???;False
10117;;;121667.51;;493458.79;Immeuble;M. Ali;1.355;True
10118;4094797.1;;414470.34;Verification de la conformite aux normes locales de construction.;;Hopital;M. Muller;1.166;False
10119;3219171.16;4193960.83;410535.58;Amenagement interieur et finitions (peinture, carrelage).;803633.73;Usine;M. Smith;0.954;False
10120;9999999999;3037033.1;182092.68;Frais pour les certifications et inspections de securite.;502668.21;ecole;;1.201;True
10121;934459.13;1171446.41;105220.76;Acquisition du terrain pour le projet.;texte;Pont;M. Muller;1.332;True
10122;4531421.26;;323065.03;Installation des reseaux electriques et plomberie.;???;Usine;M. Smith;???;True
10123;3618783.14;???;317664.58;Frais pour les certifications et inspections de securite.;;Immeuble;M. Ali;???;True
10124;5055074.11;4339324.44;172792.67;Amenagement interieur et finitions (peinture, carrelage).;593312.89;Immeuble;;0.861;True
10125;1886370.88;1851272.03;32347.77;Frais de main-d'œuvre pour la construction.;258568.14;ecole;M. Ali;;False
10126;1293692.72;1406462.35;23120.74;Installation des reseaux electriques et plomberie.;265889.18;Immeuble;Mme Garcia;texte;False
10127;1130062.43;1548933.7;69173.38;Frais pour les certifications et inspections de securite.;123633.19;Stade;Mme Dupont;1.46;False
10128;136919.23;174847.26;17913.23;Amenagement interieur et finitions (peinture, carrelage).;22796.04;Immeuble;Mme Dupont;0.816;True
10129;1807938.01;2288938.78;151814.63;Construction de la structure en beton arme.;226806.24;Stade;M. Smith;0.986;False
10130;2808038.31;3240624.01;127554.61;Frais pour les certifications et inspections de securite.;522706.54;Immeuble;Mme Zhang;1.32;True
10131;???;898902.68;61640.09;Travaux de genie civil et fondation du batiment.;;Port;M. Muller;1.468;False
10132;303422.09;302882.6;;Frais pour les certifications et inspections de securite.;9999999999;Hopital;Mme Zhang;1.021;True
10133;5445844.54;4376075.73;64320.19;Construction de la structure en beton arme.;701989.14;Hopital;;???;False
10134;432366.79;560879.49;49814.14;Verification de la conformite aux normes locales de construction.;92108.67;Usine;Mme Zhang;???;False
10135;3459114.54;3303120.86;448653.21;Frais pour les certifications et inspections de securite.;;Immeuble;Mme Garcia;1.066;False
10136;???;1929626.3;181139.11;Construction de la structure en beton arme.;147949.28;Route;;???;True
10137;2110147.17;1718665.58;102878.12;Verification de la conformite aux normes locales de construction.;269979.47;Hopital;Mme Zhang;1.193;False
10138;???;2673588.92;9999999999;Frais pour les certifications et inspections de securite.;691169.53;Port;Mme Dupont;;True
10139;2455465.71;3045307.37;275234.66;Frais pour les certifications et inspections de securite.;???;Hopital;M. Ali;1.372;True
10140;???;2437459.66;44933.08;Installation des reseaux electriques et plomberie.;450204.71;Immeuble;Mme Garcia;1.188;False
10141;2962954.28;2492711.19;365851.81;Frais de main-d'œuvre pour la construction.;389824.82;;M. Muller;1.148;False
10142;;3063947.76;???;Acquisition du terrain pour le projet.;534085.05;Hopital;M. Muller;1.322;False
10143;3152010.31;;163322.12;Frais pour les certifications et inspections de securite.;9999999999;Port;Mme Zhang;0.946;False
10144;???;???;122514.9;Frais de main-d'œuvre pour la construction.;576895.95;Usine;M. Smith;1.326;False
10145;4683707.72;4030244.79;180445.19;Installation de dispositifs de securite sur le chantier.;1024640.15;Stade;M. Smith;1.001;False
10146;texte;2294523.2;138470.52;Frais pour les certifications et inspections de securite.;;Stade;Mme Zhang;1.288;True
10147;366053.1;296826.57;45401.88;Acquisition du terrain pour le projet.;23052.7;Hopital;M. Ali;0.889;False
10148;;4756054.05;434618.05;Construction de la structure en beton arme.;935941.84;Stade;M. Muller;0.879;True
10149;1966857.8;1873692.15;241708.6;Travaux de genie civil et fondation du batiment.;texte;;Mme Garcia;0.981;False
10150;???;???;276470.01;Construction de la structure en beton arme.;424923.66;Route;M. Ali;1.306;False
10151;969451.77;???;66768.55;Installation de dispositifs de securite sur le chantier.;247895.89;Immeuble;Mme Zhang;0.98;True
10152;2501252.23;2591588.97;314300.89;Verification de la conformite aux normes locales de construction.;340589.59;Immeuble;Mme Garcia;1.033;True
10153;5401443.64;4893622.61;511264.7;Installation de dispositifs de securite sur le chantier.;1264149.54;;;1.016;True
10154;1313545.41;???;166490.86;Installation des reseaux electriques et plomberie.;308395.12;Stade;M. Ali;0.901;False
10155;???;4966966.83;154505.63;Construction de la structure en beton arme.;876766.99;Hopital;M. Smith;;False
10156;1166026.35;1365810.91;117716.01;Verification de la conformite aux normes locales de construction.;256079.99;Port;Mme Garcia;1.49;True
10157;1741454.13;1723823.98;110962.03;Achat de materiaux de construction (ciment, acier, etc.).;437999.97;Route;Mme Garcia;0.982;True
10158;2910745.03;;358248.51;Frais pour les certifications et inspections de securite.;851730.17;Pont;Mme Garcia;1.269;True
10159;1028353.89;texte;118348.19;Installation de dispositifs de securite sur le chantier.;130437.26;Stade;M. Smith;1.411;False
10160;4943489.28;4072979.11;394001.67;Frais de main-d'œuvre pour la construction.;;Hopital;Mme Zhang;???;False
10161;texte;4172451.17;98951.29;;960727.53;;;1.073;False
10162;1495101.27;1247205.41;22282.48;Installation de dispositifs de securite sur le chantier.;266023.48;ecole;;1.291;False
10163;841906.25;754783.9;;Travaux de genie civil et fondation du batiment.;193741.6;Stade;Mme Garcia;;True
10164;4081473.27;3164767.91;198023.82;Acquisition du terrain pour le projet.;784130.8;Port;Mme Garcia;1.186;False
10165;2094562.1;texte;???;Frais pour les certifications et inspections de securite.;;Hopital;M. Ali;0.814;True
10166;5951238.13;4803601.85;63044.09;Frais de main-d'œuvre pour la construction.;456123.57;Hopital;Mme Zhang;???;False
10167;4508869.62;3671310.56;???;Acquisition du terrain pour le projet.;331481.71;Usine;M. Smith;1.14;False
10168;2722758.59;2295684.6;106707.2;Amenagement interieur et finitions (peinture, carrelage).;620483.22;Immeuble;M. Muller;???;True
10169;2975709.38;2459678.49;90756.05;Installation de dispositifs de securite sur le chantier.;377520.94;Route;Mme Zhang;1.312;False
10170;1502220.13;9999999999;121571.12;Acquisition du terrain pour le projet.;240049.68;;;1.131;False
10171;1200516.55;1634880.51;148021.56;Verification de la conformite aux normes locales de construction.;241463.23;Hopital;M. Ali;???;False
10172;3744693.5;3385180.66;215374.39;Installation des reseaux electriques et plomberie.;texte;Pont;Mme Garcia;0.947;False
10173;5580392.32;4317533.53;???;Travaux de genie civil et fondation du batiment.;1602179.43;Stade;M. Smith;1.05;False
10174;???;498662.01;52887.36;Installation des reseaux electriques et plomberie.;56954.1;Stade;M. Muller;???;True
10175;1978862.57;2165790.76;117971.6;Construction de la structure en beton arme.;499714.67;Immeuble;M. Smith;0.904;False
10176;2554867.54;3496277.45;65928.85;Achat de materiaux de construction (ciment, acier, etc.).;290478.22;Usine;Mme Garcia;1.433;True
10177;995274.9;993689.62;34450.4;Installation des reseaux electriques et plomberie.;169905.72;Pont;Mme Zhang;0.835;True
10178;1226955.11;1571600.1;???;Frais pour les certifications et inspections de securite.;189614.06;Hopital;M. Muller;1.391;False
10179;4473761.12;4306570.67;65275.48;Frais pour les certifications et inspections de securite.;676759.95;Immeuble;M. Muller;;False
10180;911948.71;1084899.82;39297.29;Acquisition du terrain pour le projet.;117355.51;Usine;Mme Dupont;???;True
10181;3175841.11;3787027.11;351549.02;Installation des reseaux electriques et plomberie.;403107.66;Pont;M. Ali;0.826;False
10182;;???;17357.51;;18659.32;Immeuble;M. Smith;1.324;True
10183;5291920.54;4498363.99;300884.74;Installation de dispositifs de securite sur le chantier.;???;Immeuble;Mme Dupont;1.212;False
10184;1669569.09;2167396.42;141670.89;Acquisition du terrain pour le projet.;176047.82;Usine;Mme Zhang;1.265;False
10185;9999999999;1631732.76;115651.88;Amenagement interieur et finitions (peinture, carrelage).;388099.05;Port;M. Muller;0.87;True
10186;554281.28;698705.06;17986.91;Installation de dispositifs de securite sur le chantier.;texte;Hopital;Mme Dupont;texte;True
10187;3663870.36;3788836.27;285573.41;;803804.45;Pont;Mme Zhang;1.334;True
10188;555222.86;463544.57;19011.32;Installation de dispositifs de securite sur le chantier.;128734.38;Hopital;Mme Garcia;???;False
10189;4580799.91;4210738.79;635397.11;Amenagement interieur et finitions (peinture, carrelage).;567955.21;Stade;M. Ali;1.305;True
10190;2789232.75;3869482.25;259025.67;Travaux de genie civil et fondation du batiment.;290481.46;Stade;M. Ali;1.26;False
10191;5491443.4;4452698.25;313062.4;Achat de materiaux de construction (ciment, acier, etc.).;719761.31;Immeuble;M. Smith;1.315;False
10192;976933.29;1303394.59;112231.36;Travaux de genie civil et fondation du batiment.;113434.1;Usine;Mme Zhang;1.281;False
10193;4817038.41;4218270.96;478506.44;Verification de la conformite aux normes locales de construction.;661737.17;Hopital;M. Smith;1.162;True
10194;9999999999;234263.0;16148.13;Travaux de genie civil et fondation du batiment.;55421.93;Port;Mme Zhang;1.449;True
10195;1707555.77;1962102.56;179715.52;;360396.69;Usine;M. Smith;1.414;True
10196;???;139739.62;;Frais pour les certifications et inspections de securite.;38137.29;Pont;Mme Dupont;???;True
10197;4255598.26;3820991.83;189716.54;Frais de main-d'œuvre pour la construction.;563487.22;Route;Mme Garcia;0.913;True
10198;301959.2;238180.5;26793.81;Verification de la conformite aux normes locales de construction.;89451.43;Immeuble;M. Muller;;True
10199;418534.95;487547.89;21284.43;Amenagement interieur et finitions (peinture, carrelage).;???;Stade;Mme Zhang;1.202;True
10200;120694.36;121005.4;7481.5;Installation de dispositifs de securite sur le chantier.;???;Port;M. Muller;???;False
10201;;3313534.76;texte;Acquisition du terrain pour le projet.;712582.35;Port;Mme Dupont;1.227;True
10202;???;1896935.71;155860.71;Acquisition du terrain pour le projet.;486750.28;Route;Mme Dupont;1.125;False
10203;266892.77;275659.3;???;Amenagement interieur et finitions (peinture, carrelage).;61943.57;;M. Smith;1.206;True
10204;1772056.91;2183459.7;79570.51;Frais de main-d'œuvre pour la construction.;???;Hopital;Mme Zhang;1.393;True
10205;780293.4;???;28377.36;Frais de main-d'œuvre pour la construction.;80215.03;Hopital;M. Smith;0.813;False
10206;255422.35;230287.31;;Achat de materiaux de construction (ciment, acier, etc.).;64544.92;Route;Mme Garcia;1.295;True
10207;1756417.07;;22207.86;Achat de materiaux de construction (ciment, acier, etc.).;375699.28;Pont;M. Ali;1.259;True
10208;1014383.16;811230.2;???;Frais pour les certifications et inspections de securite.;103667.45;Stade;Mme Zhang;???;True
10209;1673392.23;1440708.19;221950.92;Achat de materiaux de construction (ciment, acier, etc.).;367085.11;Pont;M. Ali;???;True
10210;3347283.28;9999999999;344370.81;Travaux de genie civil et fondation du batiment.;766980.34;Pont;M. Smith;0.871;False
10211;1184061.34;1262242.91;9999999999;Frais de main-d'œuvre pour la construction.;63164.82;Immeuble;Mme Zhang;1.022;False
10212;2207725.78;3108888.29;121955.34;Verification de la conformite aux normes locales de construction.;???;Hopital;M. Ali;0.913;False
